1046, 6495141, 0, 0
2039, 6839959, 0, 0
3026, 7193826, 0, 0
4015, 6815350, 0, 0
5053, 6210518, 0, 0
6026, 6659923, 0, 0
7035, 6951442, 0, 0
8005, 7123135, 0, 0
9039, 6754794, 0, 0
10034, 6711809, 0, 0
11052, 6695950, 0, 0
12026, 6663815, 0, 0
13026, 6482951, 0, 0
14012, 6796880, 0, 0
15029, 7005983, 0, 0
16022, 6886707, 0, 0
17053, 6774249, 0, 0
18043, 6778045, 0, 0
19031, 6756642, 0, 0
20004, 6618214, 0, 0
21033, 6463553, 0, 0
22013, 6747557, 0, 0
23008, 6761346, 0, 0
24044, 7090581, 0, 0
25004, 6484201, 0, 0
26037, 6407301, 0, 0
27019, 6494886, 0, 0
28051, 6565803, 0, 0
29017, 6225876, 0, 0
30050, 6535377, 0, 0
31027, 7389546, 0, 0
32008, 6581049, 0, 0
33034, 6654873, 0, 0
34031, 6641545, 0, 0
35056, 6779186, 0, 0
36017, 6440133, 0, 0
37012, 6629261, 0, 0
38020, 6581476, 0, 0
39016, 6725334, 0, 0
40028, 6691887, 0, 0
41028, 6703530, 0, 0
42053, 6280224, 0, 0
43043, 6466102, 0, 0
44001, 6599689, 0, 0
45051, 6244320, 0, 0
46009, 6646929, 0, 0
47004, 6285966, 0, 0
48043, 6450342, 0, 0
49021, 6688857, 0, 0
50006, 5464591, 0, 0
51030, 6912323, 0, 0
52033, 6385161, 0, 0
53002, 6087274, 0, 0
54011, 6586427, 0, 0
55016, 6564911, 0, 0
56050, 6221583, 0, 0
57028, 6385427, 0, 0
58014, 6229357, 0, 0
59026, 6283499, 0, 0
60022, 6455612, 0, 0
61040, 6239985, 0, 0
62039, 6048002, 0, 0
63023, 5955219, 0, 0
64054, 6481938, 0, 0
65008, 6439059, 0, 0
66014, 6278328, 0, 0
67043, 6046199, 0, 0
68014, 6138173, 0, 0
69024, 6506543, 0, 0
70061, 6519962, 0, 0
71012, 5822081, 0, 0
72057, 6000727, 0, 0
73008, 6087539, 0, 0
74011, 6223699, 0, 0
75031, 6367983, 0, 0
76017, 6238505, 0, 0
77007, 5991325, 0, 0
78006, 6316606, 0, 0
79010, 6266146, 0, 0
80016, 6526421, 0, 0
